gene_id,domain_name,domain_start,domain_end
mray,PF00953,NA,NA
mray,PF10555,NA,NA
murx,PF00953,NA,NA
murx,PF10555,NA,NA
rv2156c,PF00953,NA,NA
rv2156c,PF10555,NA,NA
mtcy270.12,PF00953,NA,NA
mtcy270.12,PF10555,NA,NA
rv2957,PF00535,NA,NA
mtcy349.31c,PF00535,NA,NA
u0002kc,PF00535,NA,NA
mgta,PF13439,NA,NA
mgta,PF00534,NA,NA
rv0557,PF13439,NA,NA
rv0557,PF00534,NA,NA
rv3032,PF13439,NA,NA
rv3032,PF00534,NA,NA
aftc,PF09594,NA,NA
rv2673,PF09594,NA,NA
rv2181,PF09594,NA,NA
pime,PF09594,NA,NA
rv1159,PF09594,NA,NA
rv2962c,PF06722,NA,NA
rv2006,PF03633,NA,NA
rv2006,PF03632,NA,NA
rv2006,PF03636,NA,NA
rv2006,PF00702,NA,NA
rv2006,PF02358,NA,NA
mtcy39.11c,PF03633,NA,NA
mtcy39.11c,PF03632,NA,NA
mtcy39.11c,PF03636,NA,NA
mtcy39.11c,PF00702,NA,NA
mtcy39.11c,PF02358,NA,NA
gltd,PF14691,38,69
gltd,PF07992,38,69
rv3858c,PF14691,38,69
rv3858c,PF07992,38,69
glnb,PF00543,NA,NA
rv2919c,PF00543,NA,NA
mtcy338.08c,PF00543,NA,NA
asnb,PF00733,2,231
asnb,PF13537,2,231
rv2201,PF00733,2,231
rv2201,PF13537,2,231
mtcy190.12,PF00733,2,231
mtcy190.12,PF13537,2,231
trpg,PF00117,2,198
rv0013,PF00117,2,198
glmm,PF02878,NA,NA
glmm,PF02879,NA,NA
glmm,PF02880,NA,NA
glmm,PF00408,NA,NA
rv3441c,PF02878,NA,NA
rv3441c,PF02879,NA,NA
rv3441c,PF02880,NA,NA
rv3441c,PF00408,NA,NA
egtd,PF10017,NA,NA
rv3701c,PF10017,NA,NA
gcvt,PF01571,NA,NA
gcvt,PF08669,NA,NA
rv2211c,PF01571,NA,NA
rv2211c,PF08669,NA,NA
mtcy190.22,PF01571,NA,NA
mtcy190.22,PF08669,NA,NA
gcvp,PF21478,NA,NA
gcvp,PF02347,NA,NA
gcvb,PF21478,NA,NA
gcvb,PF02347,NA,NA
rv1832,PF21478,NA,NA
rv1832,PF02347,NA,NA
mtcy1a11.11c,PF21478,NA,NA
mtcy1a11.11c,PF02347,NA,NA
fole,PF01227,NA,NA
gcha,PF01227,NA,NA
rv3609c,PF01227,NA,NA
mtcy07h7b.13,PF01227,NA,NA
gatc,PF02686,NA,NA
rv3012c,PF02686,NA,NA
mtv012.26c,PF02686,NA,NA
gatb,PF02934,NA,NA
gatb,PF02637,NA,NA
rv3009c,PF02934,NA,NA
rv3009c,PF02637,NA,NA
mtv012.23c,PF02934,NA,NA
mtv012.23c,PF02637,NA,NA
galk,PF10509,NA,NA
galk,PF08544,NA,NA
galk,PF00288,NA,NA
rv0620,PF10509,NA,NA
rv0620,PF08544,NA,NA
rv0620,PF00288,NA,NA
mtcy19h5.01c,PF10509,NA,NA
mtcy19h5.01c,PF08544,NA,NA
mtcy19h5.01c,PF00288,NA,NA
mtcy20h10.01,PF10509,NA,NA
mtcy20h10.01,PF08544,NA,NA
mtcy20h10.01,PF00288,NA,NA
gale1,PF01370,NA,NA
rv3634c,PF01370,NA,NA
zwf1,PF02781,NA,NA
zwf1,PF00479,NA,NA
zwf,PF02781,NA,NA
zwf,PF00479,NA,NA
rv1121,PF02781,NA,NA
rv1121,PF00479,NA,NA
mtcy22g8.10,PF02781,NA,NA
mtcy22g8.10,PF00479,NA,NA
zwf2,PF02781,NA,NA
zwf2,PF00479,NA,NA
rv1447c,PF02781,NA,NA
rv1447c,PF00479,NA,NA
mtcy493.07,PF02781,NA,NA
mtcy493.07,PF00479,NA,NA
glpd1,PF01266,NA,NA
glpd1,PF16901,NA,NA
glpd,PF01266,NA,NA
glpd,PF16901,NA,NA
rv2249c,PF01266,NA,NA
rv2249c,PF16901,NA,NA
mtcy427.31c,PF01266,NA,NA
mtcy427.31c,PF16901,NA,NA
frdb,PF13085,14,94
frdb,PF13183,14,94
rv1553,PF13085,14,94
rv1553,PF13183,14,94
mtcy48.12c,PF13085,14,94
mtcy48.12c,PF13183,14,94
frda,PF00890,NA,NA
frda,PF02910,NA,NA
rv1552,PF00890,NA,NA
rv1552,PF02910,NA,NA
mtcy48.13c,PF00890,NA,NA
mtcy48.13c,PF02910,NA,NA
ftsq,PF03799,124,192
ftsq,PF08478,124,192
rv2151c,PF03799,124,192
rv2151c,PF08478,124,192
mtcy270.17,PF03799,124,192
mtcy270.17,PF08478,124,192
eccc3,PF01580,456,662
rv0284,PF01580,456,662
folp2,PF00809,42,299
rv1207,PF00809,42,299
mtci364.19,PF00809,42,299
lldd,PF01070,29,406
lldd2,PF01070,29,406
rv1872c,PF01070,29,406
mftd,PF01070,1,383
lldd1,PF01070,1,383
rv0694,PF01070,1,383
fdxa,PF00037,31,60
rv2007c,PF00037,31,60
mtcy39.10,PF00037,31,60
mpt70,PF02469,57,189
rv2875,PF02469,57,189
mtcy274.06,PF02469,57,189
etfa,PF01012,NA,NA
etfa,PF00766,NA,NA
fixb,PF01012,NA,NA
fixb,PF00766,NA,NA
rv3028c,PF01012,NA,NA
rv3028c,PF00766,NA,NA
mtv012.43c,PF01012,NA,NA
mtv012.43c,PF00766,NA,NA
esxo,PF06013,NA,NA
rv2346c,PF06013,NA,NA
mtcy98.15c,PF06013,NA,NA
esxl,PF06013,NA,NA
rv1198,PF06013,NA,NA
mtci364.10,PF06013,NA,NA
esxk,PF06013,NA,NA
rv1197,PF06013,NA,NA
mtci364.09,PF06013,NA,NA
era,PF07650,5,176
era,PF01926,5,176
rv2364c,PF07650,5,176
rv2364c,PF01926,5,176
mtcy27.16,PF07650,5,176
mtcy27.16,PF01926,5,176
der,PF14714,27,190
der,PF01926,27,190
enga,PF14714,27,190
enga,PF01926,27,190
rv1713,PF14714,27,190
rv1713,PF01926,27,190
mtci125.35,PF14714,27,190
mtci125.35,PF01926,27,190
fusa,PF00679,11,287
fusa,PF14492,11,287
fusa,PF03764,11,287
fusa,PF00009,11,287
fusa,PF03144,11,287
rv0684,PF00679,11,287
rv0684,PF14492,11,287
rv0684,PF03764,11,287
rv0684,PF00009,11,287
rv0684,PF03144,11,287
mtcy210.01,PF00679,11,287
mtcy210.01,PF14492,11,287
mtcy210.01,PF03764,11,287
mtcy210.01,PF00009,11,287
mtcy210.01,PF03144,11,287
mtv040.12,PF00679,11,287
mtv040.12,PF14492,11,287
mtv040.12,PF03764,11,287
mtv040.12,PF00009,11,287
mtv040.12,PF03144,11,287
eccd5,PF19053,NA,NA
eccd5,PF08817,NA,NA
rv1795,PF19053,NA,NA
rv1795,PF08817,NA,NA
eccd3,PF08817,NA,NA
rv0290,PF08817,NA,NA
eccb5,PF05108,NA,NA
rv1782,PF05108,NA,NA
eccb3,PF05108,NA,NA
rv0283,PF05108,NA,NA
dus,PF01207,NA,NA
rv0823c,PF01207,NA,NA
mtv043.15c,PF01207,NA,NA
dtd,PF02580,NA,NA
rv1897c,PF02580,NA,NA
mtcy180.21,PF02580,NA,NA
dinb2,PF00817,9,191
dinb2,PF11799,9,191
dinp,PF00817,9,191
dinp,PF11799,9,191
rv3056,PF00817,9,191
rv3056,PF11799,9,191
mtcy22d7.25c,PF00817,9,191
mtcy22d7.25c,PF11799,9,191
dnae1,PF07733,NA,NA
dnae1,PF17657,NA,NA
dnae1,PF14579,NA,NA
dnae1,PF02811,NA,NA
dnae1,PF01336,NA,NA
dnae,PF07733,NA,NA
dnae,PF17657,NA,NA
dnae,PF14579,NA,NA
dnae,PF02811,NA,NA
dnae,PF01336,NA,NA
rv1547,PF07733,NA,NA
rv1547,PF17657,NA,NA
rv1547,PF14579,NA,NA
rv1547,PF02811,NA,NA
rv1547,PF01336,NA,NA
mtcy48.18c,PF07733,NA,NA
mtcy48.18c,PF17657,NA,NA
mtcy48.18c,PF14579,NA,NA
mtcy48.18c,PF02811,NA,NA
mtcy48.18c,PF01336,NA,NA
gabd2,PF00171,NA,NA
rv1731,PF00171,NA,NA
gabd1,PF00171,NA,NA
rv0234c,PF00171,NA,NA
desa1,PF03405,NA,NA
des,PF03405,NA,NA
rv0824c,PF03405,NA,NA
puna,PF01048,NA,NA
deod,PF01048,NA,NA
rv3307,PF01048,NA,NA
mtv016.06,PF01048,NA,NA
deoc,PF01791,NA,NA
rv0478,PF01791,NA,NA
mtcy20g9.04,PF01791,NA,NA
rv1558,PF04075,NA,NA
mtcy48.07c,PF04075,NA,NA
rv1261c,PF04075,NA,NA
mtcy50.21,PF04075,NA,NA
dao,PF01266,NA,NA
rv1905c,PF01266,NA,NA
dagk,PF00781,9,140
dagk,PF19279,9,140
rv2252,PF00781,9,140
rv2252,PF19279,9,140
qcrc,PF00034,60,140
qcrc,PF13442,60,140
rv2194,PF00034,60,140
rv2194,PF13442,60,140
mtcy190.05,PF00034,60,140
mtcy190.05,PF13442,60,140
cut3,PF01083,NA,NA
rv3451,PF01083,NA,NA
mtcy13e12.04,PF01083,NA,NA
crga,PF06781,NA,NA
rv0011c,PF06781,NA,NA
mtcy10h4.11c,PF06781,NA,NA
mfte,PF02633,NA,NA
rv0695,PF02633,NA,NA
fluc2,PF02537,NA,NA
crcb2,PF02537,NA,NA
rv3070,PF02537,NA,NA
mtcy22d7.11c,PF02537,NA,NA
fluc1,PF02537,NA,NA
crcb1,PF02537,NA,NA
rv3069,PF02537,NA,NA
mtcy22d7.12c,PF02537,NA,NA
ctac,PF00116,NA,NA
rv2200c,PF00116,NA,NA
mtcy190.11c,PF00116,NA,NA
ctad,PF00115,NA,NA
rv3043c,PF00115,NA,NA
mtv012.58c,PF00115,NA,NA
hemw,PF04055,15,254
hemn,PF04055,15,254
rv2388c,PF04055,15,254
mtcy253.33,PF04055,15,254
fbia,PF01933,NA,NA
rv3261,PF01933,NA,NA
fbid,PF01983,NA,NA
rv2983,PF01983,NA,NA
cobs,PF02654,NA,NA
rv2208,PF02654,NA,NA
mtcy190.19,PF02654,NA,NA
cobb,PF01656,255,441
cobb,PF07685,255,441
rv2848c,PF01656,255,441
rv2848c,PF07685,255,441
mtcy24a1.09,PF01656,255,441
mtcy24a1.09,PF07685,255,441
rv1314c,PF01923,NA,NA
mtcy373.34c,PF01923,NA,NA
coax,PF03309,NA,NA
rv3600c,PF03309,NA,NA
coaa,PF00485,NA,NA
rv1092c,PF00485,NA,NA
mtv017.45c,PF00485,NA,NA
clpb,PF00004,1,146
clpb,PF07724,1,146
clpb,PF17871,1,146
clpb,PF02861,1,146
clpb,PF10431,1,146
rv0384c,PF00004,1,146
rv0384c,PF07724,1,146
rv0384c,PF17871,1,146
rv0384c,PF02861,1,146
rv0384c,PF10431,1,146
mtv036.19c,PF00004,1,146
mtv036.19c,PF07724,1,146
mtv036.19c,PF17871,1,146
mtv036.19c,PF02861,1,146
mtv036.19c,PF10431,1,146
glta2,PF00285,NA,NA
glta,PF00285,NA,NA
rv0896,PF00285,NA,NA
mtcy31.24,PF00285,NA,NA
cite,PF03328,NA,NA
rv2498c,PF03328,NA,NA
pgsa3,PF01066,NA,NA
rv2746c,PF01066,NA,NA
pgsa2,PF01066,NA,NA
rv1822,PF01066,NA,NA
mtcy1a11.21c,PF01066,NA,NA
ecca5,PF00004,NA,NA
ecca5,PF21545,NA,NA
rv1798,PF00004,NA,NA
rv1798,PF21545,NA,NA
mtv049.20,PF00004,NA,NA
mtv049.20,PF21545,NA,NA
cas2,PF09827,NA,NA
rv2816c,PF09827,NA,NA
cas1,PF01867,NA,NA
rv2817c,PF01867,NA,NA
glpk,PF02782,NA,NA
glpk,PF00370,NA,NA
rv3696c,PF02782,NA,NA
rv3696c,PF00370,NA,NA
mtv025.044c,PF02782,NA,NA
mtv025.044c,PF00370,NA,NA
egta,PF04107,NA,NA
gsha,PF04107,NA,NA
rv3704c,PF04107,NA,NA
cyp143,PF00067,NA,NA
rv1785c,PF00067,NA,NA
mtv049.07c,PF00067,NA,NA
cyp128,PF00067,NA,NA
rv2268c,PF00067,NA,NA
mtcy339.42,PF00067,NA,NA
rv0654,PF03055,NA,NA
ctpi,PF00689,NA,NA
ctpi,PF00122,NA,NA
ctpi,PF00702,NA,NA
rv0107c,PF00689,NA,NA
rv0107c,PF00122,NA,NA
rv0107c,PF00702,NA,NA
mtcy251.26c,PF00689,NA,NA
mtcy251.26c,PF00122,NA,NA
mtcy251.26c,PF00702,NA,NA
ctpg,PF00122,19,86
ctpg,PF00702,19,86
rv1992c,PF00122,19,86
rv1992c,PF00702,19,86
mtcy39.27,PF00122,19,86
mtcy39.27,PF00702,19,86
ctpf,PF13246,NA,NA
ctpf,PF00689,NA,NA
ctpf,PF00690,NA,NA
ctpf,PF00122,NA,NA
ctpf,PF08282,NA,NA
rv1997,PF13246,NA,NA
rv1997,PF00689,NA,NA
rv1997,PF00690,NA,NA
rv1997,PF00122,NA,NA
rv1997,PF08282,NA,NA
mtcy39.21c,PF13246,NA,NA
mtcy39.21c,PF00689,NA,NA
mtcy39.21c,PF00690,NA,NA
mtcy39.21c,PF00122,NA,NA
mtcy39.21c,PF08282,NA,NA
mtcy39.22c,PF13246,NA,NA
mtcy39.22c,PF00689,NA,NA
mtcy39.22c,PF00690,NA,NA
mtcy39.22c,PF00122,NA,NA
mtcy39.22c,PF08282,NA,NA
ctpe,PF00122,NA,NA
ctpe,PF00702,NA,NA
rv0908,PF00122,NA,NA
rv0908,PF00702,NA,NA
mtcy21c12.02,PF00122,NA,NA
mtcy21c12.02,PF00702,NA,NA
ctpd,PF00122,NA,NA
ctpd,PF00702,NA,NA
rv1469,PF00122,NA,NA
rv1469,PF00702,NA,NA
mtv007.16,PF00122,NA,NA
mtv007.16,PF00702,NA,NA
ctpj,PF00122,NA,NA
ctpj,PF00702,NA,NA
nmta,PF00122,NA,NA
nmta,PF00702,NA,NA
rv3743c,PF00122,NA,NA
rv3743c,PF00702,NA,NA
ctpb,PF00122,15,78
ctpb,PF00403,15,78
ctpb,PF00702,15,78
rv0103c,PF00122,15,78
rv0103c,PF00403,15,78
rv0103c,PF00702,15,78
mtcy251.22c,PF00122,15,78
mtcy251.22c,PF00403,15,78
mtcy251.22c,PF00702,15,78
kdpb,PF00122,NA,NA
kdpb,PF00702,NA,NA
rv1030,PF00122,NA,NA
rv1030,PF00702,NA,NA
mtcy10g2.19c,PF00122,NA,NA
mtcy10g2.19c,PF00702,NA,NA
atpg,PF00231,NA,NA
rv1309,PF00231,NA,NA
mtcy373.29,PF00231,NA,NA
atpc,PF02823,NA,NA
rv1311,PF02823,NA,NA
mtcy373.31,PF02823,NA,NA
atpfh,PF00430,NA,NA
atpfh,PF00213,NA,NA
atpf,PF00430,NA,NA
atpf,PF00213,NA,NA
atph,PF00430,NA,NA
atph,PF00213,NA,NA
rv1307,PF00430,NA,NA
rv1307,PF00213,NA,NA
mtcy373.27,PF00430,NA,NA
mtcy373.27,PF00213,NA,NA
rv1306,PF00430,NA,NA
mtcy373.26,PF00430,NA,NA
argg,PF20979,NA,NA
argg,PF00764,NA,NA
rv1658,PF20979,NA,NA
rv1658,PF00764,NA,NA
mtcy06h11.23,PF20979,NA,NA
mtcy06h11.23,PF00764,NA,NA
muri,PF01177,NA,NA
rv1338,PF01177,NA,NA
mtcy02b10.02,PF01177,NA,NA
mtcy130.23,PF01177,NA,NA
argr,PF01316,NA,NA
argr,PF02863,NA,NA
ahrc,PF01316,NA,NA
ahrc,PF02863,NA,NA
rv1657,PF01316,NA,NA
rv1657,PF02863,NA,NA
mtcy06h11.22,PF01316,NA,NA
mtcy06h11.22,PF02863,NA,NA
rv1496,PF03308,NA,NA
mtcy277.18,PF03308,NA,NA
argc,PF01118,NA,NA
argc,PF22698,NA,NA
rv1652,PF01118,NA,NA
rv1652,PF22698,NA,NA
mtcy06h11.17,PF01118,NA,NA
mtcy06h11.17,PF22698,NA,NA
arca,PF02274,NA,NA
rv1001,PF02274,NA,NA
mtci237.16,PF02274,NA,NA
apt,PF00156,NA,NA
rv2584c,PF00156,NA,NA
mtcy227.17,PF00156,NA,NA
end,PF01261,NA,NA
nfo,PF01261,NA,NA
rv0670,PF01261,NA,NA
mtci376.04c,PF01261,NA,NA
trey,PF00128,NA,NA
rv1563c,PF00128,NA,NA
mtcy48.02,PF00128,NA,NA
rv3031,PF09210,NA,NA
rv3031,PF03065,NA,NA
mene,PF00501,NA,NA
mene,PF13193,NA,NA
rv0542c,PF00501,NA,NA
rv0542c,PF13193,NA,NA
fadd21,PF00501,NA,NA
fadd21,PF23024,NA,NA
rv1185c,PF00501,NA,NA
rv1185c,PF23024,NA,NA
mtv005.21c,PF00501,NA,NA
mtv005.21c,PF23024,NA,NA
fadd30,PF00501,NA,NA
fadd30,PF23024,NA,NA
rv0404,PF00501,NA,NA
rv0404,PF23024,NA,NA
rv3778c,PF00266,NA,NA
csd,PF00266,NA,NA
rv1464,PF00266,NA,NA
mtv007.11,PF00266,NA,NA
gabt,PF00202,NA,NA
rv2589,PF00202,NA,NA
mtcy227.12c,PF00202,NA,NA
rv2294,PF00155,NA,NA
mtcy339.16c,PF00155,NA,NA
biof2,PF13480,NA,NA
biof2,PF00155,NA,NA
rv0032,PF13480,NA,NA
rv0032,PF00155,NA,NA
aspc,PF00155,NA,NA
rv0337c,PF00155,NA,NA
mtcy279.04c,PF00155,NA,NA
adhc,PF08240,NA,NA
adhc,PF00107,NA,NA
adh,PF08240,NA,NA
adh,PF00107,NA,NA
rv3045,PF08240,NA,NA
rv3045,PF00107,NA,NA
mtv012.60,PF08240,NA,NA
mtv012.60,PF00107,NA,NA
adhb,PF08240,NA,NA
adhb,PF00107,NA,NA
rv0761c,PF08240,NA,NA
rv0761c,PF00107,NA,NA
mtcy369.06c,PF08240,NA,NA
mtcy369.06c,PF00107,NA,NA
leuc,PF00330,NA,NA
rv2988c,PF00330,NA,NA
mtv012.02c,PF00330,NA,NA
fade10,PF00441,NA,NA
fade10,PF02770,NA,NA
fade10,PF02771,NA,NA
rv0873,PF00441,NA,NA
rv0873,PF02770,NA,NA
rv0873,PF02771,NA,NA
mtcy31.01,PF00441,NA,NA
mtcy31.01,PF02770,NA,NA
mtcy31.01,PF02771,NA,NA
mtv043.66,PF00441,NA,NA
mtv043.66,PF02770,NA,NA
mtv043.66,PF02771,NA,NA
mbtn,PF00441,NA,NA
mbtn,PF02770,NA,NA
mbtn,PF02771,NA,NA
fade14,PF00441,NA,NA
fade14,PF02770,NA,NA
fade14,PF02771,NA,NA
rv1346,PF00441,NA,NA
rv1346,PF02770,NA,NA
rv1346,PF02771,NA,NA
mtcy02b10.10,PF00441,NA,NA
mtcy02b10.10,PF02770,NA,NA
mtcy02b10.10,PF02771,NA,NA
fade12,PF00441,NA,NA
fade12,PF02770,NA,NA
fade12,PF02771,NA,NA
rv0972c,PF00441,NA,NA
rv0972c,PF02770,NA,NA
rv0972c,PF02771,NA,NA
mtcy10d7.02,PF00441,NA,NA
mtcy10d7.02,PF02770,NA,NA
mtcy10d7.02,PF02771,NA,NA
rv0802c,PF13302,32,188
acka,PF00871,NA,NA
rv0409,PF00871,NA,NA
mtcy22g10.05,PF00871,NA,NA
accd3,PF01039,1,236
rv0904c,PF01039,1,236
mtcy31.32c,PF01039,1,236
rv1272c,PF00664,42,365
rv1272c,PF00005,42,365
mtcy50.10,PF00664,42,365
mtcy50.10,PF00005,42,365
rv0986,PF00005,7,246
mtv044.14,PF00005,7,246
rv0073,PF00005,4,242
rv0073,PF00027,4,242
modc,PF00005,4,239
modc,PF03459,4,239
rv1859,PF00005,4,239
rv1859,PF03459,4,239
mtcy359.14,PF00005,4,239
mtcy359.14,PF03459,4,239
mkl,PF00005,28,264
rv0655,PF00005,28,264
mtci376.21,PF00005,28,264
ansp2,PF00324,NA,NA
rv0346c,PF00324,NA,NA
mtcy13e10.06c,PF00324,NA,NA
mpt51,PF00756,NA,NA
fbpc1,PF00756,NA,NA
fbpd,PF00756,NA,NA
mpb51,PF00756,NA,NA
rv3803c,PF00756,NA,NA
mtv026.08c,PF00756,NA,NA
ppe57,PF00823,NA,NA
rv3425,PF00823,NA,NA
mtcy78.04c,PF00823,NA,NA
pe_pgrs61,PF21526,NA,NA
rv3653,PF21526,NA,NA
moax,PF02391,NA,NA
moax,PF02597,NA,NA
rv3323c,PF02391,NA,NA
rv3323c,PF02597,NA,NA
umaa,PF02353,NA,NA
rv0469,PF02353,NA,NA
sece2,PF07311,NA,NA
rv0379,PF07311,NA,NA
rvbd_0379,PF07311,NA,NA
pe_pgrs5,PF00934,1,93
pe_pgrs5,PF21526,1,93
rv0297,PF00934,1,93
rv0297,PF21526,1,93
pe_pgrs47,PF00934,1,93
pe_pgrs47,PF21526,1,93
rv2741,PF00934,1,93
rv2741,PF21526,1,93
ppe34,PF01469,NA,NA
ppe34,PF00823,NA,NA
rv1917c,PF01469,NA,NA
rv1917c,PF00823,NA,NA
gnd1,PF00393,188,477
gnd1,PF03446,188,477
rv1844c,PF00393,188,477
rv1844c,PF03446,188,477
pe_pgrs30,PF00934,1,93
rv1651c,PF00934,1,93
pe_pgrs26,PF00934,1,93
pe_pgrs26,PF21526,1,93
rv1441c,PF00934,1,93
rv1441c,PF21526,1,93
pe9,PF00934,1,87
rv1088,PF00934,1,87
pe_pgrs18,PF01436,1,92
pe_pgrs18,PF00934,1,92
pe_pgrs18,PF21526,1,92
rv0980c,PF01436,1,92
rv0980c,PF00934,1,92
rv0980c,PF21526,1,92
pe_pgrs17,PF01436,1,92
pe_pgrs17,PF00934,1,92
pe_pgrs17,PF21526,1,92
rv0978c,PF01436,1,92
rv0978c,PF00934,1,92
rv0978c,PF21526,1,92
pe_pgrs16,PF00934,1,91
pe_pgrs16,PF20729,1,91
pe_pgrs16,PF21526,1,91
rv0977,PF00934,1,91
rv0977,PF20729,1,91
rv0977,PF21526,1,91
cela1,PF01341,NA,NA
cel6,PF01341,NA,NA
cela,PF01341,NA,NA
rv0062,PF01341,NA,NA
rv2638,PF01740,30,141
arsc,PF01451,365,490
arsc,PF01758,365,490
rv2643,PF01451,365,490
rv2643,PF01758,365,490
rv2781c,PF03060,NA,NA
ugpc,PF00005,4,236
ugpc,PF17912,4,236
rv2832c,PF00005,4,236
rv2832c,PF17912,4,236
cysg,PF13241,162,372
cysg,PF00590,162,372
cysg2,PF13241,162,372
cysg2,PF00590,162,372
rv2847c,PF13241,162,372
rv2847c,PF00590,162,372
kgtp,PF00083,22,432
rv3476c,PF00083,22,432
rv3672c,PF00293,73,220
purb,PF10397,365,450
purb,PF00206,365,450
rv0777,PF10397,365,450
rv0777,PF00206,365,450
dsbf,PF00578,42,181
rv1677,PF00578,42,181
mbte,PF00501,936,1011
mbte,PF13193,936,1011
mbte,PF00668,936,1011
mbte,PF00550,936,1011
rv2380c,PF00501,936,1011
rv2380c,PF13193,936,1011
rv2380c,PF00668,936,1011
rv2380c,PF00550,936,1011
fadd35,PF00501,33,402
fadd35,PF13193,33,402
rv2505c,PF00501,33,402
rv2505c,PF13193,33,402
aroe,PF18317,10,92
aroe,PF08501,10,92
rv2552c,PF18317,10,92
rv2552c,PF08501,10,92
cei,PF13399,NA,NA
rv2700,PF13399,NA,NA
sirr,PF02742,10,72
sirr,PF01325,10,72
sirr,PF04023,10,72
rv2788,PF02742,10,72
rv2788,PF01325,10,72
rv2788,PF04023,10,72
mas,PF00698,5,428
mas,PF08240,5,428
mas,PF13602,5,428
mas,PF16197,5,428
mas,PF00109,5,428
mas,PF02801,5,428
mas,PF08659,5,428
mas,PF21089,5,428
mas,PF00550,5,428
mas,PF14765,5,428
rv2940c,PF00698,5,428
rv2940c,PF08240,5,428
rv2940c,PF13602,5,428
rv2940c,PF16197,5,428
rv2940c,PF00109,5,428
rv2940c,PF02801,5,428
rv2940c,PF08659,5,428
rv2940c,PF21089,5,428
rv2940c,PF00550,5,428
rv2940c,PF14765,5,428
rv2993c,PF01557,NA,NA
rv2993c,PF10370,NA,NA
rv3049c,PF00743,NA,NA
esxu,PF06013,NA,NA
rv3445c,PF06013,NA,NA
echa20,PF00378,NA,NA
rv3550,PF00378,NA,NA
echa5,PF00378,NA,NA
rv0675,PF00378,NA,NA
lpdb,PF07992,22,338
lpdb,PF02852,22,338
rv0794c,PF07992,22,338
rv0794c,PF02852,22,338
rv0913c,PF03055,NA,NA
fadd31,PF00501,68,448
rv1925,PF00501,68,448
pe_pgrs8,PF00934,1,93
rv0742,PF00934,1,93
rv0774c,PF00756,NA,NA
pip,PF00561,24,270
rv0840c,PF00561,24,270
lipq,PF20434,NA,NA
rv2485c,PF20434,NA,NA
msrb,PF01641,10,134
rv2674,PF01641,10,134
echa15,PF00378,NA,NA
rv2679,PF00378,NA,NA
nrdh,PF00462,3,61
rv3053c,PF00462,3,61
rv3067,PF05305,NA,NA
rvbd_3067,PF05305,NA,NA
p425_03195,PF05305,NA,NA
mfpa,PF00805,113,147
mfpa,PF13576,113,147
rv3361c,PF00805,113,147
rv3361c,PF13576,113,147
mce4f,PF02470,39,114
rv3494c,PF02470,39,114
mce4a,PF11887,40,118
mce4a,PF02470,40,118
mce4,PF11887,40,118
mce4,PF02470,40,118
rv3499c,PF11887,40,118
rv3499c,PF02470,40,118
fic,PF02661,63,201
rv3641c,PF02661,63,201
plsc,PF01553,327,441
plsc,PF12710,327,441
rv2483c,PF01553,327,441
rv2483c,PF12710,327,441
rv2751,PF04072,NA,NA
rv2963,PF03773,NA,NA
rvbd_2963,PF03773,NA,NA
p425_03084,PF03773,NA,NA
rubb,PF00301,4,55
rv3250c,PF00301,4,55
gadb,PF00282,NA,NA
rv3432c,PF00282,NA,NA
pona2,PF03793,697,762
pona2,PF00912,697,762
pona2,PF00905,697,762
rv3682,PF03793,697,762
rv3682,PF00912,697,762
rv3682,PF00905,697,762
mce1f,PF11887,39,112
mce1f,PF02470,39,112
rv0174,PF11887,39,112
rv0174,PF02470,39,112
pe_pgrs4,PF00934,4,94
rv0279c,PF00934,4,94
vapc51,PF01850,5,120
rv0229c,PF01850,5,120
rvbd_0229c,PF01850,5,120
p425_00238,PF01850,5,120
rv1703c,PF01596,NA,NA
rv2160a,PF00440,8,68
rv2251,PF02913,41,223
rv2251,PF01565,41,223
sugi,PF00083,54,474
rv3331,PF00083,54,474
dppc,PF00528,60,250
rv3664c,PF00528,60,250
pcd,PF00171,22,474
aldb,PF00171,22,474
rv3293,PF00171,22,474
cyda,PF01654,NA,NA
appc,PF01654,NA,NA
rv1623c,PF01654,NA,NA
trxb1,PF00085,1,105
trxb,PF00085,1,105
rv1471,PF00085,1,105
riba1,PF00926,207,291
riba1,PF00925,207,291
riba,PF00926,207,291
riba,PF00925,207,291
rv1940,PF00926,207,291
rv1940,PF00925,207,291
moeb2,PF00581,297,387
moeb2,PF00899,297,387
moeb,PF00581,297,387
moeb,PF00899,297,387
rv3116,PF00581,297,387
rv3116,PF00899,297,387
oxys,PF00126,1,57
oxys,PF03466,1,57
rv0117,PF00126,1,57
rv0117,PF03466,1,57
amib1,PF07687,170,260
amib1,PF01546,170,260
amib,PF07687,170,260
amib,PF01546,170,260
rv3306c,PF07687,170,260
rv3306c,PF01546,170,260
rv3902c,PF15598,NA,NA
eccc2,PF01580,502,700
rv3894c,PF01580,502,700
rv0992c,PF01812,NA,NA
galu,PF00483,12,281
rv0993,PF00483,12,281
rv3090,PF01145,NA,NA
agps,PF02913,90,269
agps,PF01565,90,269
rv3107c,PF02913,90,269
rv3107c,PF01565,90,269
mbtf,PF00501,961,1035
mbtf,PF13193,961,1035
mbtf,PF00668,961,1035
mbtf,PF00550,961,1035
rv2379c,PF00501,961,1035
rv2379c,PF13193,961,1035
rv2379c,PF00668,961,1035
rv2379c,PF00550,961,1035
